O1;O2;T3;T4;O1_T3;O2_T4
0.0090076724605218528;0.0091007888527771443;0.00946666453321321;0.0088893608600333421;0.00045899207269135649;-0.00021142799274380224
0.0083925055121708732;0.0084838532594626453;0.00882310622126791;0.0082719320836930847;0.00043060070909703603;-0.0002119211757695607
0.0076072137519158124;0.0076927742983164326;0.0079978207255829176;0.007483622294176288;0.00039060697366710521;-0.0002091520041401446
0.00691856776078484;0.0069986299721555142;0.0072729609190520707;0.0067963324815549907;0.00035439315826723064;-0.00020229749060052347
0.0063282828471015757;0.0064045459677590788;0.0066548295107243527;0.00622093743678118;0.000326546663622777;-0.00018360853097789884
0.00557414540719886;0.0056461354321618723;0.0058699569288607339;0.0054996243661555658;0.00029581152166187428;-0.00014651106600630653
0.0046785296831665917;0.0047440988235230592;0.0049361693840173013;0.0046445466694391476;0.00025763970085070954;-9.9552154083911576E-05
0.0039798071874696693;0.0040377254505191678;0.0042005291640266184;0.0039752491931112008;0.00022072197655694913;-6.2476257407967015E-05
0.003584748623971431;0.003635549215712271;0.0037733834852541476;0.0035879547631226874;0.00018863486128271661;-4.7594452589583627E-05
0.0031779621257482142;0.0032210574623474943;0.0033288107791223029;0.0031731752280344844;0.00015084865337408864;-4.7882234313009926E-05
0.0024811779863087046;0.0025139372097616772;0.0025830603032962187;0.0024671931380543344;0.00010188231698751412;-4.6744071707342794E-05
0.001654418616914746;0.001677349024951545;0.0017114462473468873;0.0016380164079022898;5.7027630432141246E-05;-3.933261704925522E-05
0.001084238459860656;0.0011036134293421623;0.0011211968108265744;0.0010699767011048693;3.695835096591835E-05;-3.3636728237293034E-05
0.00086453499187467953;0.000885920403493198;0.00090548244284345428;0.00085417534173884771;4.0947450968774747E-05;-3.1745061754350238E-05
0.00065726056543378444;0.00067906835078233147;0.00070040042087998191;0.0006529234831107681;4.3139855446197475E-05;-2.6144867671563368E-05
0.00014253487944195851;0.0001589723128491768;0.00016190694932828416;0.00014556256168168452;1.9372069886325653E-05;-1.3409751167492282E-05
-0.00051751302808276522;-0.00050876537916499844;-0.0005412403425669671;-0.00050865810379627056;-2.3727314484201889E-05;1.0727536872787852E-07
-0.00088402826652593893;-0.00087973769566140469;-0.00093926229946226332;-0.00087111991179319439;-5.5234032936324383E-05;8.6177838682102931E-06
-0.00088613555207274768;-0.00088300013220296407;-0.00094668762132828384;-0.00086601174497764628;-6.055206925553616E-05;1.698838722531779E-05
-0.00093992109297144015;-0.00093878613225146514;-0.00099947692872226512;-0.00090767026629363717;-5.9555835750824972E-05;3.1115865957827976E-05
-0.0013102062519279398;-0.0013127464017587947;-0.0013823971107454088;-0.0012685014578749916;-7.2190858817468935E-05;4.4244943883803073E-05
-0.001710320654130516;-0.0017153247263511284;-0.0017996375283644299;-0.0016683087807591464;-8.9316874233913868E-05;4.7015945591981963E-05
-0.0017925736364431781;-0.0017978556778137282;-0.0018879831374729792;-0.0017563733567230167;-9.5409501029801056E-05;4.1482321090711548E-05
-0.0017052708314931862;-0.0017097340327175818;-0.0018023379988913748;-0.0016752852939016544;-9.706716739818857E-05;3.4448738815927348E-05
-0.0017896613195147932;-0.0017928499465846533;-0.0018980614772375359;-0.0017640458301364731;-0.00010840015772274267;2.8804116448180204E-05
-0.0019913415268573891;-0.0019928843440023764;-0.002114490745674988;-0.0019666911497338035;-0.00012314921881759894;2.6193194268572893E-05
-0.0020228556077420681;-0.0020225446291139721;-0.00214742319634725;-0.0019933526742295397;-0.00012456758860518186;2.91919548844324E-05
-0.0019192210042605926;-0.0019183291322875449;-0.0020356825977904964;-0.0018803974017291111;-0.00011646159352990382;3.7931730558433789E-05
-0.0019425915345669829;-0.0019444185247254218;-0.0020590220267067954;-0.0018960292813101761;-0.00011643049213981246;4.838924341524567E-05
-0.0020514553965050421;-0.0020586273410665595;-0.0021734989101981003;-0.0020036011769354461;-0.00012204351369305821;5.5026164131113334E-05
-0.0019686692134393679;-0.0019798205374160697;-0.0020833269744703763;-0.0019258818638836943;-0.00011465776103100839;5.3938673532375392E-05
-0.0017303170446764488;-0.0017410175959407935;-0.0018251061807262119;-0.0016956840148360799;-9.47891360497631E-05;4.5333581104713659E-05
-0.0016610302925338506;-0.0016688230503337062;-0.0017443437213936121;-0.0016339752771366439;-8.3313428859761512E-05;3.4847773197062325E-05
-0.0017849377812580412;-0.0017907048598425125;-0.0018701722985991879;-0.0017620095137481063;-8.52345173411467E-05;2.8695346094406195E-05
-0.0017572520942283308;-0.0017615253812761225;-0.0018409348628057349;-0.0017354052892879111;-8.3682768577404048E-05;2.6120091988211455E-05
-0.0014676633265687661;-0.0014704885658887677;-0.0015404273329576827;-0.0014472288852318575;-7.2764006388916641E-05;2.3259680656910258E-05
-0.0012379413117757396;-0.0012420630388918703;-0.0013030711940630112;-0.0012201868645407151;-6.51298822872716E-05;2.1876174351155141E-05
-0.0012652972193757327;-0.0012739124928131005;-0.0013310575559988146;-0.0012508225931583583;-6.5760336623081833E-05;2.3089899654742205E-05
-0.0013066131109114806;-0.00131780227543527;-0.0013689770290116635;-0.0012979719690686588;-6.2363918100182859E-05;1.9830306366611095E-05
-0.0011281648218054669;-0.0011362572976594803;-0.0011746306212941553;-0.0011283088418088108;-4.6465799488688451E-05;7.948455850669521E-06
-0.0008846604863019321;-0.00088713352784936569;-0.00091284007751422653;-0.00089135234431081379;-2.8179591212294428E-05;-4.2188164614480978E-06
-0.000800574994784419;-0.00079996237764215657;-0.00082088477502583043;-0.00080742245723758582;-2.0309780241411449E-05;-7.4600795954292464E-06
-0.00079442971384463264;-0.00079347444893329848;-0.00081377827050052392;-0.0007983671274472611;-1.9348556655891282E-05;-4.8926785139626191E-06
-0.0006856547679777754;-0.0006839965851669291;-0.00069923011451088245;-0.00068880688867991929;-1.3575346533107051E-05;-4.8103035129901887E-06
-0.00052204938918968711;-0.00051854081371118855;-0.0005231614107321466;-0.00052693090438673033;-1.1120215424594926E-06;-8.3900906755417747E-06
-0.00044127822170190816;-0.00043649280110374597;-0.00043038308075140275;-0.000449938740379329;1.0895140950505414E-05;-1.3445939275583043E-05
-0.00040049734708847773;-0.00039560802319434964;-0.00038211110681126581;-0.00041839319955767527;1.8386240277211928E-05;-2.2785176363325629E-05
-0.00028718676647332544;-0.00028300359864480732;-0.00026463514725265689;-0.00032122982040426131;2.255161922066855E-05;-3.822622175945399E-05
-0.00015078028653434808;-0.00014898407008068795;-0.00012718862337951663;-0.00019999702030892421;2.3591663154831448E-05;-5.1012950228236257E-05
-0.00010192475151301083;-0.00010468829295839512;-8.2681225649766765E-05;-0.00015572715824491119;1.9243525863244068E-05;-5.1038865286516072E-05
-9.66661944384319E-05;-0.00010370459895055382;-8.5018027940514423E-05;-0.00014455108946867957;1.1648166497917471E-05;-4.0846490518125746E-05
-1.9696811441327768E-05;-2.7620569861110763E-05;-9.99352779967242E-06;-5.4915762782516138E-05;9.7032836416553479E-06;-2.7295192921405375E-05
0.00010580275266708415;0.0001000646618762595;0.00012324377491682506;8.9476520922623893E-05;1.7441022249740907E-05;-1.0588140953635605E-05
0.00016475446784935596;0.00016142410536152811;0.00019182791587026677;0.00016892297840262525;2.7073448020910806E-05;7.4988730410971405E-06
0.00014586880704756431;0.00014334080908767969;0.00017723515073179064;0.00016159716742778028;3.1366343684226326E-05;1.825635834010059E-05
0.00014544675162895496;0.00014176268595629692;0.0001780778293643459;0.00015608731052582859;3.2631077735390939E-05;1.4324624569531666E-05
0.00020780176629983606;0.00020107831715235341;0.00024139975349375494;0.00019721914801701108;3.359798719391888E-05;-3.8591691353423332E-06
0.00027764788561131053;0.00026713376033562369;0.00031059971090831447;0.00023773814559211373;3.2951825297003945E-05;-2.9395614743509961E-05
0.00030193710529831472;0.00028870614444973018;0.0003334647697704124;0.00023587969840740229;3.1527664472097677E-05;-5.2826446042327895E-05
0.00029335062899524668;0.00027866746142536777;0.00032466200294976443;0.00021491962473274909;3.1311373954517755E-05;-6.3747836692618683E-05
0.00029016934418596408;0.000274271831240298;0.00032174257724555027;0.00022006966969649795;3.1573233059586188E-05;-5.4202161543800032E-05
0.00030751961502154408;0.00029082849331456604;0.0003383052204407008;0.00026504273692553541;3.0785605419156726E-05;-2.5785756389030631E-05
0.0003315839920428406;0.00031444738373507083;0.00035928174317434523;0.00032570430897937178;2.7697751131504627E-05;1.125692524430095E-05
0.00033880407866280761;0.0003193996379764586;0.000359984141546466;0.00036603756598157643;2.1180062883658388E-05;4.6637928005117827E-05
0.00032537825350528483;0.00030167988784376645;0.00033833915466537182;0.00037329789724758035;1.2960901160086994E-05;7.16180094038139E-05
0.00031536398131445595;0.00028903960750390953;0.00032331406900681421;0.00036853411773185563;7.9500876923582612E-06;7.94945102279461E-05
0.00032125008656192416;0.00029640777179469212;0.00033077427200134028;0.00037044954028048671;9.5241854394161139E-06;7.404176848579459E-05
0.00031845963238900064;0.00029824578319518887;0.00033358261864056051;0.0003648016762386419;1.5122986251559867E-05;6.6555893043453032E-05
0.00029245723759439011;0.00027840559541403423;0.00031027432465434012;0.00033950720383818305;1.7817087059950011E-05;6.1101608424148828E-05
0.00027415887084818484;0.00026624605953265413;0.00028852276066284037;0.00032123520752834061;1.4363889814655536E-05;5.4989147995686478E-05
0.00028252020031696654;0.00027779456359520592;0.00028959112450819505;0.00032745002745379745;7.0709241912285089E-06;4.9655463858591523E-05
0.00027856493750725013;0.00027128153053167546;0.00027562516095109457;0.00031945852631773994;-2.9397765561555681E-06;4.8176995786064481E-05
0.00023567739099758273;0.00022115697201047213;0.00021991622648136205;0.00026752015837237244;-1.5761164516220675E-05;4.6363186361900307E-05
0.00020362167319900053;0.00018145430045986093;0.00017631653542315325;0.0002198610114184472;-2.7305137775847274E-05;3.8406710958586272E-05
0.00022616827691842586;0.00019947620479808187;0.0001943532695015994;0.00022656122175119246;-3.1815007416826464E-05;2.7085016953110589E-05
0.00024788071714727469;0.00022163316322175222;0.00021899749937943772;0.00024047297430202853;-2.8883217767836967E-05;1.8839811080276306E-05
0.00019836897928613551;0.00017858739512868532;0.00017580138167113177;0.00019355568184797477;-2.2567597615003737E-05;1.4968286719289447E-05
0.00012136279890671362;0.0001124579764763111;0.00010611305002520427;0.00012750209722488094;-1.5249748881509352E-05;1.5044120748569835E-05
0.00010684258453573021;0.00010875497270065809;9.9712518146350245E-05;0.00012894122367021143;-7.1300663893799634E-06;2.0186250969553339E-05
0.0001338127520190078;0.00014397919266884867;0.00013360060274440164;0.00017080732037510495;-2.1214927460616205E-07;2.6828127706256277E-05
0.00011021779886851547;0.00012613607453044678;0.00011141735016501434;0.00015310931328059443;1.199551296498876E-06;2.697323875014765E-05
4.2640436547185416E-05;6.118809533823283E-05;3.892414770739482E-05;7.8139765578415731E-05;-3.7162888397905962E-06;1.69516702401829E-05
2.4721593277364603E-05;4.3108293139531246E-05;1.5416014705426217E-05;4.3545822733093429E-05;-9.3055785719383852E-06;4.3752959356218311E-07
6.5016832004701966E-05;8.3121794288726174E-05;5.3626072842293766E-05;6.8196365386637378E-05;-1.13907591624082E-05;-1.4925428902088796E-05
7.075517239301193E-05;9.0456203424495526E-05;5.8552013983416195E-05;6.7737337974777009E-05;-1.2203158409595735E-05;-2.2718865449718518E-05
1.5949651321713481E-05;3.8154194510297986E-05;2.9253922760308688E-06;1.6561771459291278E-05;-1.3024259045682612E-05;-2.1592423051006708E-05
-1.6224857858202178E-05;7.31197891435031E-06;-2.656144647871639E-05;-8.33474055847123E-06;-1.0336588620514212E-05;-1.5646719472821542E-05
9.6193036051753382E-06;3.3214792695330231E-05;6.393294849176878E-06;2.1449243368358083E-05;-3.22600875599846E-06;-1.1765549326972148E-05
1.8648147065927207E-05;4.1830338614275411E-05;2.1977525485800706E-05;2.7724821762748476E-05;3.3293784198734989E-06;-1.4105516851526934E-05
-3.067189691521032E-05;-8.82663630203222E-06;-2.4948525927607737E-05;-2.9677016552275657E-05;5.7233709876025826E-06;-2.0850380250243438E-05
-6.81723368587397E-05;-4.8711174980183109E-05;-6.2476389793062644E-05;-7.6679751897881226E-05;5.6959470656770537E-06;-2.7968576917698117E-05
-4.28386896057067E-05;-2.517187320676052E-05;-3.7421213958432148E-05;-5.9702560755173963E-05;5.41747564727455E-06;-3.4530687548413442E-05
-1.654195805714481E-05;8.83534069992781E-07;-1.3033971609477607E-05;-4.0816397039930674E-05;3.5079864476672034E-06;-4.1699931109923452E-05
-4.8301617221721389E-05;-3.0650465435992874E-05;-4.9041204620911713E-05;-7.9346610030291685E-05;-7.3958739919032429E-07;-4.869614459429881E-05
-8.6775080800242807E-05;-6.9104371892274443E-05;-9.0369610399433772E-05;-0.00012282946733429978;-3.5945295991909648E-06;-5.3725095442025341E-05
-6.6323663146879351E-05;-4.8471930035702623E-05;-6.9450831865702388E-05;-0.00010483191664192252;-3.1271687188230371E-06;-5.63599866062199E-05
-2.5419127598898934E-05;-7.6657117140813923E-06;-2.8554258661226266E-05;-6.3057208751649636E-05;-3.1351310623273317E-06;-5.5391497037568247E-05
-3.4940066698290561E-05;-1.810055897671527E-05;-4.02509347935882E-05;-6.7256177202498763E-05;-5.31086809529764E-06;-4.9155618225783493E-05
-7.42021159723749E-05;-5.8402771715032081E-05;-7.9564179547825188E-05;-9.9351458374019437E-05;-5.3620635754502907E-06;-4.0948686658987355E-05
-7.555352331693361E-05;-6.0729890646710118E-05;-7.6620048792307253E-05;-9.8076375817722931E-05;-1.0665254753736424E-06;-3.7346485171012813E-05
-4.4888853374450607E-05;-3.222782858798997E-05;-4.1140521642627025E-05;-7.0434501451372E-05;3.7483317318235822E-06;-3.820667286338203E-05
-4.1121227208745987E-05;-3.2125772333484271E-05;-3.54396117841918E-05;-6.82078383697234E-05;5.6816154245541882E-06;-3.6082066036239124E-05
-6.750475597252294E-05;-6.2102549387737786E-05;-6.174443764765081E-05;-8.9182865509920774E-05;5.76031832487213E-06;-2.7080316122182987E-05
-7.4543002871014049E-05;-7.1227410883764689E-05;-6.85664753950488E-05;-8.5017762063508573E-05;5.9765274759652484E-06;-1.3790351179743883E-05
-5.2272438683410111E-05;-4.9360926081642824E-05;-4.63574751805113E-05;-4.8626880564679643E-05;5.9149635028988079E-06;7.3404551696318109E-07
-3.9337521623680705E-05;-3.572352368161753E-05;-3.5306348656464895E-05;-2.2189444717421692E-05;4.0311729672158091E-06;1.3534078964195838E-05
-4.8738426703434935E-05;-4.3622589709000832E-05;-4.7633471221630153E-05;-2.3852006273138585E-05;1.1049554818047823E-06;1.9770583435862247E-05
-5.1984967708607578E-05;-4.4884807807882068E-05;-5.1660193493946353E-05;-2.710762043577864E-05;3.2477421466122494E-07;1.7777187372103428E-05
-3.6351836901379548E-05;-2.8806520882508707E-05;-3.3565879818733061E-05;-1.6090566353275336E-05;2.7859570826464878E-06;1.2715954529233371E-05
-2.3935652045818557E-05;-1.9028414887083108E-05;-1.7702417793778388E-05;-9.537654764143949E-06;6.2332342520401689E-06;9.49076012293916E-06
-2.8689216526396086E-05;-2.6905588917646163E-05;-1.9529116605965229E-05;-2.0851911783393732E-05;9.1600999204308572E-06;6.0536771342524315E-06
-3.5203564644427529E-05;-3.3836202317574253E-05;-2.4069235097155132E-05;-3.4613252645244767E-05;1.1134329547272397E-05;-7.7705032767051431E-07
-2.8223921103425325E-05;-2.4886731741824779E-05;-1.7786604864037474E-05;-3.3628297887410625E-05;1.0437316239387851E-05;-8.7415661455858459E-06
-1.4911908402382355E-05;-8.4105640237674585E-06;-8.8365751357206729E-06;-2.2782616630349951E-05;6.0753332666616821E-06;-1.4372052606582492E-05
-9.7189063994766579E-06;4.5039416019597373E-07;-1.0069935049898822E-05;-1.5677237254660809E-05;-3.5102865042216383E-07;-1.6127631414856784E-05
-1.3748219612670213E-05;-1.2239968889795349E-06;-2.0033126364383437E-05;-1.3590843303275532E-05;-6.284906751713224E-06;-1.2366846414295997E-05
-1.5292227524860933E-05;-3.9283277970351282E-06;-2.5895921592823779E-05;-7.4812688457259854E-06;-1.0603694067962846E-05;-3.5529410486908572E-06
-5.4369161864796371E-06;1.0889337349325842E-06;-1.9790249721722446E-05;6.20797527506177E-06;-1.4353333535242808E-05;5.1190415401291852E-06
9.5979352702533284E-06;1.0237281850649081E-05;-9.02318126907891E-06;1.7762084442335784E-05;-1.8621116539332238E-05;7.5248025916867033E-06
1.5443741539675585E-05;1.2345548476603974E-05;-7.3975894688312015E-06;1.4076269547508869E-05;-2.2841331008506785E-05;1.7307210709048952E-06
9.5470507692131949E-06;6.7183697897127523E-06;-1.4518016545358424E-05;-4.1470182145002243E-06;-2.4065067314571618E-05;-1.0865388004212976E-05
5.5201107917747842E-06;7.4200692667472317E-06;-1.3262439672305192E-05;-2.1181625380593661E-05;-1.8782550464079975E-05;-2.8601694647340892E-05
1.1935139287322262E-05;2.1067295605607341E-05;2.8067219089095093E-06;-2.5539534720084922E-05;-9.1284173784127522E-06;-4.6606830325692264E-05
1.7118294172731043E-05;3.2058192933326051E-05;1.5431132469773169E-05;-2.4300010158975381E-05;-1.6871617029578739E-06;-5.6358203092301431E-05
9.0182959061615926E-06;2.6215169881101867E-05;1.0349199801228158E-05;-2.7896993579208388E-05;1.3309038950665654E-06;-5.4112163460310256E-05
-9.1882729615506115E-07;1.5602973058802629E-05;9.9189048424967988E-07;-2.709332419557165E-05;1.910717780404741E-06;-4.2696297254374279E-05
3.4371692162539854E-06;1.7208830594369157E-05;4.858271062139342E-06;-7.36726321037942E-06;1.4211018458853566E-06;-2.4576093804748579E-05
1.2455223360721209E-05;2.2462005907476903E-05;1.3599846734406838E-05;2.0071955572996393E-05;1.1446233736856291E-06;-2.3900503344805098E-06
7.6096005221937223E-06;1.4886501203659162E-05;9.51157968285505E-06;3.1684206412704458E-05;1.9019791606613273E-06;1.6797705209045296E-05
-3.5543822947136733E-06;2.8833745473605852E-06;-5.0455692709040291E-07;2.9845232343409E-05;3.0498253676232704E-06;2.6961857796048417E-05
1.3532786746530545E-07;4.985150995714836E-06;3.015548240457595E-06;3.5721725562993658E-05;2.8802203729922895E-06;3.0736574567278824E-05
1.4898687644879932E-05;1.4128453936277338E-05;1.4216684305697672E-05;4.8523796218874534E-05;-6.820033391822594E-07;3.4395342282597195E-05
1.7731948129267626E-05;8.3327770928676552E-06;1.1006111165343897E-05;4.6832799482945383E-05;-6.7258369639237288E-06;3.8500022390077728E-05
7.5903476014383279E-06;-9.6715315591761476E-06;-3.2683009996988831E-06;3.1232698439611575E-05;-1.0858648601137212E-05;4.0904229998787722E-05
7.002321208650837E-06;-1.5841573124366629E-05;-3.4870736219421632E-06;2.6898119862241533E-05;-1.0489394830593E-05;4.2739692986608159E-05
1.9658897764134105E-05;-6.5974181819644236E-06;1.224599040004681E-05;3.7941828961508427E-05;-7.4129073640872942E-06;4.453924714347285E-05
2.215393558636547E-05;-4.1818243837360017E-06;1.7383039731201069E-05;3.8751380566643861E-05;-4.7708958551644009E-06;4.2933204950379859E-05
6.8330885998424138E-06;-1.6330180011280534E-05;3.2724105515706495E-06;1.9666188099413752E-05;-3.5606780482717642E-06;3.5996368110694283E-05
-3.3695354018612831E-06;-2.344161670933572E-05;-5.4464917536791175E-06;3.7562903207954012E-06;-2.0769563518178344E-06;2.7197907030131122E-05
3.7836017601074102E-06;-1.5549553998667016E-05;5.9623184130111887E-06;5.8621053746101546E-06;2.1787166529037785E-06;2.1411659373277172E-05
9.11233087495403E-06;-1.1155730086680962E-05;1.7583240210247381E-05;8.9957260254778079E-06;8.4709093352933522E-06;2.0151456112158768E-05
-1.002526818571548E-06;-2.4109941293009889E-05;1.1154936983957686E-05;-6.6319739906714965E-07;1.2157463802529234E-05;2.3446743893942741E-05
-9.2285397579441342E-06;-3.84402141729099E-05;1.8279068046043762E-06;-7.0111527304898308E-06;1.105644656254851E-05;3.1429061442420067E-05
1.3071381835845644E-06;-3.6352364408501252E-05;7.4300753086744432E-06;3.4471262936342286E-06;6.1229371250898788E-06;3.9799490702135483E-05
1.5735511268444069E-05;-2.9980703817515317E-05;1.3688492158510186E-05;1.3216219916804826E-05;-2.0470191099338833E-06;4.3196923734320139E-05
1.2000269481528681E-05;-3.94518592278419E-05;2.8756676075518261E-06;4.490281585334476E-06;-9.1246018739768553E-06;4.3942140813176373E-05
-2.5508477591372019E-06;-5.6207382192295389E-05;-1.0060914399878958E-05;-1.0180214999123388E-05;-7.5100666407417556E-06;4.6027167193172E-05
-7.77211156933521E-06;-5.9447154526720076E-05;-3.2413833709822266E-06;-1.2321095992304989E-05;4.5307281983529829E-06;4.712605853441509E-05
